setting,file,phi,tp,fp,fn,f1,matched_iou
connected components,MCF7_Phase_H4_2_02d08h00m_4.tif,0.5124580397727344,1,26,965,0.002014098690835851,0.9
detection-optimal,MCF7_Phase_H4_1_02d16h00m_3.tif,0.5184123916903419,472,128,185,0.750994431185362,0.7480085414283182
balanced,MCF7_Phase_H4_1_02d16h00m_3.tif,0.5184123916903419,352,106,305,0.6313901345291479,0.7626001005977134
measurement-optimal,MCF7_Phase_H4_1_02d16h00m_3.tif,0.5184123916903419,244,90,413,0.4924318869828456,0.7816399019220088
connected components,MCF7_Phase_H4_1_02d16h00m_3.tif,0.5184123916903419,1,22,656,0.0029411764705882353,0.9590163934426229
detection-optimal,MCF7_Phase_H4_2_02d08h00m_2.tif,0.5233171523984038,503,188,396,0.6327044025157232,0.7179668357402842
balanced,MCF7_Phase_H4_2_02d08h00m_2.tif,0.5233171523984038,373,166,526,0.5187760778859527,0.7296390886591642
measurement-optimal,MCF7_Phase_H4_2_02d08h00m_2.tif,0.5233171523984038,237,138,662,0.37205651491365777,0.748723722719008
connected components,MCF7_Phase_H4_2_02d08h00m_2.tif,0.5233171523984038,3,34,896,0.00641025641025641,0.7552823699385013
detection-optimal,SKOV3_Phase_F4_2_01d04h00m_1.tif,0.533097207031253,86,103,26,0.5714285714285714,0.7641303361601971
balanced,SKOV3_Phase_F4_2_01d04h00m_1.tif,0.533097207031253,85,55,27,0.6746031746031746,0.7601027280302152
measurement-optimal,SKOV3_Phase_F4_2_01d04h00m_1.tif,0.533097207031253,80,31,32,0.7174887892376681,0.7838769669768311
connected components,SKOV3_Phase_F4_2_01d04h00m_1.tif,0.533097207031253,9,5,103,0.14285714285714285,0.8588898756979739
detection-optimal,SHSY5Y_Phase_A10_2_03d12h00m_2.tif,0.5421557339925654,400,526,170,0.5347593582887701,0.6980025499690303
balanced,SHSY5Y_Phase_A10_2_03d12h00m_2.tif,0.5421557339925654,383,402,187,0.5653136531365314,0.6991473506461823
measurement-optimal,SHSY5Y_Phase_A10_2_03d12h00m_2.tif,0.5421557339925654,260,248,310,0.48237476808905383,0.7017558664861557
connected components,SHSY5Y_Phase_A10_2_03d12h00m_2.tif,0.5421557339925654,1,50,569,0.00322061191626409,0.869198312236287
detection-optimal,SkBr3_Phase_G3_1_02d20h00m_2.tif,0.5477818668050606,447,70,76,0.8596153846153847,0.8358848801774701
balanced,SkBr3_Phase_G3_1_02d20h00m_2.tif,0.5477818668050606,435,56,88,0.8579881656804734,0.8357845313129985
measurement-optimal,SkBr3_Phase_G3_1_02d20h00m_2.tif,0.5477818668050606,400,46,123,0.8255933952528379,0.838240869074147
connected components,SkBr3_Phase_G3_1_02d20h00m_2.tif,0.5477818668050606,15,18,508,0.0539568345323741,0.836396255666187
detection-optimal,SHSY5Y_Phase_A10_1_03d04h00m_2.tif,0.555995000819526,561,321,360,0.6222961730449251,0.6980934137269372
balanced,SHSY5Y_Phase_A10_1_03d04h00m_2.tif,0.555995000819526,489,262,432,0.5849282296650717,0.7003705926981941
measurement-optimal,SHSY5Y_Phase_A10_1_03d04h00m_2.tif,0.555995000819526,289,236,632,0.3997233748271093,0.7065377993890698
connected components,SHSY5Y_Phase_A10_1_03d04h00m_2.tif,0.555995000819526,2,83,919,0.003976143141153081,0.6158873467187711
detection-optimal,SKOV3_Phase_E4_2_01d16h00m_3.tif,0.5625551391772716,85,109,26,0.5573770491803278,0.7561192795265315
balanced,SKOV3_Phase_E4_2_01d16h00m_3.tif,0.5625551391772716,86,70,25,0.6441947565543071,0.7647386069138179
measurement-optimal,SKOV3_Phase_E4_2_01d16h00m_3.tif,0.5625551391772716,92,20,19,0.8251121076233184,0.7871490279630089
connected components,SKOV3_Phase_E4_2_01d16h00m_3.tif,0.5625551391772716,2,5,109,0.03389830508474576,0.9091109348841308
detection-optimal,SHSY5Y_Phase_A10_2_03d00h00m_1.tif,0.5715912898819915,268,377,254,0.4592973436161097,0.6601262426328739
balanced,SHSY5Y_Phase_A10_2_03d00h00m_1.tif,0.5715912898819915,261,305,261,0.4797794117647059,0.6577490639105775
measurement-optimal,SHSY5Y_Phase_A10_2_03d00h00m_1.tif,0.5715912898819915,235,177,287,0.5032119914346895,0.6569358997883504
connected components,SHSY5Y_Phase_A10_2_03d00h00m_1.tif,0.5715912898819915,1,97,521,0.0032258064516129032,0.6504201680672269
detection-optimal,SHSY5Y_Phase_A10_1_02d12h00m_1.tif,0.578865715827151,472,288,203,0.6578397212543554,0.6844935345451286
balanced,SHSY5Y_Phase_A10_1_02d12h00m_1.tif,0.578865715827151,414,222,261,0.631578947368421,0.6878160120679349
measurement-optimal,SHSY5Y_Phase_A10_1_02d12h00m_1.tif,0.578865715827151,254,161,421,0.46605504587155966,0.7078360684530738
connected components,SHSY5Y_Phase_A10_1_02d12h00m_1.tif,0.578865715827151,5,50,670,0.0136986301369863,0.8325210019839755
detection-optimal,MCF7_Phase_H4_2_02d16h00m_4.tif,0.5904265664609015,577,198,336,0.683649289099526,0.71053523366901
balanced,MCF7_Phase_H4_2_02d16h00m_4.tif,0.5904265664609015,437,166,476,0.5765171503957783,0.7193794934394696
measurement-optimal,MCF7_Phase_H4_2_02d16h00m_4.tif,0.5904265664609015,232,145,681,0.35968992248062015,0.7423573984329394
connected components,MCF7_Phase_H4_2_02d16h00m_4.tif,0.5904265664609015,1,55,912,0.0020639834881320948,0.8611111111111112
detection-optimal,A172_Phase_C7_1_01d16h00m_2.tif,0.6007283659309344,188,121,69,0.6643109540636042,0.7205017324977087
balanced,A172_Phase_C7_1_01d16h00m_2.tif,0.6007283659309344,160,75,97,0.6504065040650406,0.733824218194046
measurement-optimal,A172_Phase_C7_1_01d16h00m_2.tif,0.6007283659309344,127,55,130,0.5785876993166287,0.759201238913282
connected components,A172_Phase_C7_1_01d16h00m_2.tif,0.6007283659309344,4,6,253,0.0299625468164794,0.8825692405661388
detection-optimal,MCF7_Phase_H4_2_03d12h00m_3.tif,0.6106527433894278,650,251,329,0.6914893617021277,0.7420478582832895
balanced,MCF7_Phase_H4_2_03d12h00m_3.tif,0.6106527433894278,499,190,480,0.5983213429256595,0.7497195183203552
measurement-optimal,MCF7_Phase_H4_2_03d12h00m_3.tif,0.6106527433894278,291,162,688,0.4064245810055866,0.7676544316338094
connected components,MCF7_Phase_H4_2_03d12h00m_3.tif,0.6106527433894278,2,48,977,0.003887269193391642,0.5885714285714285
detection-optimal,MCF7_Phase_H4_2_03d16h00m_1.tif,0.6209018373033282,682,310,382,0.6634241245136187,0.736881379231636
balanced,MCF7_Phase_H4_2_03d16h00m_1.tif,0.6209018373033282,504,259,560,0.5517241379310345,0.7490014016470034
measurement-optimal,MCF7_Phase_H4_2_03d16h00m_1.tif,0.6209018373033282,304,200,760,0.3877551020408163,0.7611476569088123
connected components,MCF7_Phase_H4_2_03d16h00m_1.tif,0.6209018373033282,1,34,1063,0.0018198362147406734,0.5933333333333334
detection-optimal,SkBr3_Phase_G3_1_03d12h00m_2.tif,0.6285576287969953,502,124,75,0.8345802161263508,0.8398700421223744
balanced,SkBr3_Phase_G3_1_03d12h00m_2.tif,0.6285576287969953,486,106,91,0.8314798973481609,0.8435041639066472
measurement-optimal,SkBr3_Phase_G3_1_03d12h00m_2.tif,0.6285576287969953,453,56,124,0.8342541436464088,0.8461507562481559
connected components,SkBr3_Phase_G3_1_03d12h00m_2.tif,0.6285576287969953,27,6,550,0.08852459016393442,0.8516680709692814
detection-optimal,MCF7_Phase_H4_1_03d00h00m_4.tif,0.6384104037369063,621,219,504,0.6320610687022901,0.7144757350460663
balanced,MCF7_Phase_H4_1_03d00h00m_4.tif,0.6384104037369063,450,191,675,0.5096262740656852,0.7212121854032156
measurement-optimal,MCF7_Phase_H4_1_03d00h00m_4.tif,0.6384104037369063,257,174,868,0.33033419023136246,0.7416394231129892
connected components,MCF7_Phase_H4_1_03d00h00m_4.tif,0.6384104037369063,2,84,1123,0.0033030553261767133,0.7414940828402368
detection-optimal,MCF7_Phase_H4_2_03d16h00m_3.tif,0.6513928232899996,661,315,361,0.6616616616616616,0.7427723889734795
balanced,MCF7_Phase_H4_2_03d16h00m_3.tif,0.6513928232899996,509,259,513,0.5687150837988827,0.7487885946397059
measurement-optimal,MCF7_Phase_H4_2_03d16h00m_3.tif,0.6513928232899996,309,196,713,0.40471512770137524,0.7693201300722429
connected components,MCF7_Phase_H4_2_03d16h00m_3.tif,0.6513928232899996,0,35,1022,0.0,
detection-optimal,MCF7_Phase_H4_1_03d16h00m_1.tif,0.6570621958315337,608,199,343,0.6916951080773607,0.726809136856041
balanced,MCF7_Phase_H4_1_03d16h00m_1.tif,0.6570621958315337,466,176,485,0.5850596359070935,0.7339982031001931
measurement-optimal,MCF7_Phase_H4_1_03d16h00m_1.tif,0.6570621958315337,284,158,667,0.4077530509691314,0.7598661982019317
connected components,MCF7_Phase_H4_1_03d16h00m_1.tif,0.6570621958315337,3,54,948,0.005952380952380952,0.6470327449651331
detection-optimal,MCF7_Phase_H4_1_03d16h00m_4.tif,0.669893112434439,533,279,663,0.5308764940239044,0.7102450199041078
balanced,MCF7_Phase_H4_1_03d16h00m_4.tif,0.669893112434439,356,209,840,0.4043157296990346,0.7222456939045316
measurement-optimal,MCF7_Phase_H4_1_03d16h00m_4.tif,0.669893112434439,188,159,1008,0.2436811406351264,0.7446001857260102
connected components,MCF7_Phase_H4_1_03d16h00m_4.tif,0.669893112434439,3,118,1193,0.004555808656036446,0.6813352657999996
detection-optimal,SHSY5Y_Phase_A10_2_03d08h00m_2.tif,0.6793843464543432,487,356,379,0.5699239321240491,0.7060810834632907
balanced,SHSY5Y_Phase_A10_2_03d08h00m_2.tif,0.6793843464543432,418,280,448,0.5345268542199488,0.7117492648915348
measurement-optimal,SHSY5Y_Phase_A10_2_03d08h00m_2.tif,0.6793843464543432,304,160,562,0.45714285714285713,0.7249438367119811
connected components,SHSY5Y_Phase_A10_2_03d08h00m_2.tif,0.6793843464543432,4,50,862,0.008695652173913044,0.7955167237814722
detection-optimal,MCF7_Phase_H4_2_03d04h00m_1.tif,0.6885824105386741,729,181,455,0.6962750716332379,0.7594573641977472
balanced,MCF7_Phase_H4_2_03d04h00m_1.tif,0.6885824105386741,571,177,613,0.5910973084886129,0.7724816049872781
measurement-optimal,MCF7_Phase_H4_2_03d04h00m_1.tif,0.6885824105386741,365,152,819,0.42915931804820695,0.7849057932806802
connected components,MCF7_Phase_H4_2_03d04h00m_1.tif,0.6885824105386741,2,34,1182,0.003278688524590164,0.553175831705027
detection-optimal,SHSY5Y_Phase_A10_1_03d00h00m_3.tif,0.6974546216674177,598,290,388,0.6382070437566703,0.6988881328043831
balanced,SHSY5Y_Phase_A10_1_03d00h00m_3.tif,0.6974546216674177,511,227,475,0.5928074245939675,0.6978379602320754
measurement-optimal,SHSY5Y_Phase_A10_1_03d00h00m_3.tif,0.6974546216674177,298,200,688,0.40161725067385445,0.7142821925609991
connected components,SHSY5Y_Phase_A10_1_03d00h00m_3.tif,0.6974546216674177,0,58,986,0.0,
detection-optimal,SHSY5Y_Phase_A10_2_03d12h00m_3.tif,0.7052448098776425,480,348,255,0.6142034548944337,0.687783110287637
balanced,SHSY5Y_Phase_A10_2_03d12h00m_3.tif,0.7052448098776425,445,267,290,0.6150656530753282,0.6913043892281819
measurement-optimal,SHSY5Y_Phase_A10_2_03d12h00m_3.tif,0.7052448098776425,301,181,434,0.49465899753492193,0.6975785152001567
connected components,SHSY5Y_Phase_A10_2_03d12h00m_3.tif,0.7052448098776425,1,56,734,0.0025252525252525255,0.7747747747747747
detection-optimal,SKOV3_Phase_E4_2_01d20h00m_1.tif,0.7193748311844445,117,116,34,0.609375,0.762823447382536
balanced,SKOV3_Phase_E4_2_01d20h00m_1.tif,0.7193748311844445,114,75,37,0.6705882352941176,0.7922416195134365
measurement-optimal,SKOV3_Phase_E4_2_01d20h00m_1.tif,0.7193748311844445,112,30,39,0.764505119453925,0.8156093993430094
connected components,SKOV3_Phase_E4_2_01d20h00m_1.tif,0.7193748311844445,3,6,148,0.0375,0.6353809627978398
detection-optimal,SKOV3_Phase_E4_1_01d20h00m_3.tif,0.7303139457222537,118,101,43,0.6210526315789474,0.8015886954801064
balanced,SKOV3_Phase_E4_1_01d20h00m_3.tif,0.7303139457222537,119,57,42,0.7062314540059347,0.8141266541126875
measurement-optimal,SKOV3_Phase_E4_1_01d20h00m_3.tif,0.7303139457222537,114,25,47,0.76,0.8289389383980921
connected components,SKOV3_Phase_E4_1_01d20h00m_3.tif,0.7303139457222537,0,4,161,0.0,
detection-optimal,MCF7_Phase_H4_2_03d12h00m_4.tif,0.7424107649967018,633,339,644,0.5629168519341929,0.6815103711948373
balanced,MCF7_Phase_H4_2_03d12h00m_4.tif,0.7424107649967018,454,280,823,0.45151665837891597,0.6894612392894576
measurement-optimal,MCF7_Phase_H4_2_03d12h00m_4.tif,0.7424107649967018,246,201,1031,0.2853828306264501,0.7093267014461483
connected components,MCF7_Phase_H4_2_03d12h00m_4.tif,0.7424107649967018,3,86,1274,0.004392386530014641,0.6640325985789199
detection-optimal,SHSY5Y_Phase_A10_1_02d16h00m_3.tif,0.7555354275021944,393,386,335,0.5215660252156602,0.6756886430531457
balanced,SHSY5Y_Phase_A10_1_02d16h00m_3.tif,0.7555354275021944,372,306,356,0.5291607396870555,0.6749557770442819
measurement-optimal,SHSY5Y_Phase_A10_1_02d16h00m_3.tif,0.7555354275021944,267,192,461,0.44987363100252736,0.6818104924024863
connected components,SHSY5Y_Phase_A10_1_02d16h00m_3.tif,0.7555354275021944,0,25,728,0.0,
detection-optimal,SKOV3_Phase_E4_1_01d20h00m_4.tif,0.7662621627786228,108,129,35,0.5684210526315789,0.7209605366076187
balanced,SKOV3_Phase_E4_1_01d20h00m_4.tif,0.7662621627786228,102,91,41,0.6071428571428571,0.742909766121279
measurement-optimal,SKOV3_Phase_E4_1_01d20h00m_4.tif,0.7662621627786228,110,34,33,0.7665505226480837,0.7552521417497705
connected components,SKOV3_Phase_E4_1_01d20h00m_4.tif,0.7662621627786228,0,28,143,0.0,
detection-optimal,A172_Phase_C7_1_02d04h00m_3.tif,0.7970271971973428,203,150,80,0.6383647798742138,0.734961543452587
balanced,A172_Phase_C7_1_02d04h00m_3.tif,0.7970271971973428,189,75,94,0.6910420475319927,0.742024973045834
measurement-optimal,A172_Phase_C7_1_02d04h00m_3.tif,0.7970271971973428,136,55,147,0.5738396624472574,0.7649682492796176
connected components,A172_Phase_C7_1_02d04h00m_3.tif,0.7970271971973428,4,4,279,0.027491408934707903,0.9296326705763056
detection-optimal,SKOV3_Phase_E4_2_02d08h00m_3.tif,0.8169037991695806,147,129,39,0.6363636363636364,0.7486758624565227
balanced,SKOV3_Phase_E4_2_02d08h00m_3.tif,0.8169037991695806,138,94,48,0.6602870813397129,0.7576334107321796
measurement-optimal,SKOV3_Phase_E4_2_02d08h00m_3.tif,0.8169037991695806,121,50,65,0.6778711484593838,0.7703112927060202
connected components,SKOV3_Phase_E4_2_02d08h00m_3.tif,0.8169037991695806,0,1,186,0.0,
detection-optimal,SKOV3_Phase_F4_2_02d00h00m_2.tif,0.8353401102218054,120,157,44,0.54421768707483,0.7608760022746431
balanced,SKOV3_Phase_F4_2_02d00h00m_2.tif,0.8353401102218054,117,108,47,0.6015424164524421,0.7682630554422548
measurement-optimal,SKOV3_Phase_F4_2_02d00h00m_2.tif,0.8353401102218054,103,55,61,0.639751552795031,0.7792574847157324
connected components,SKOV3_Phase_F4_2_02d00h00m_2.tif,0.8353401102218054,2,2,162,0.023809523809523808,0.7360554877286754
detection-optimal,A172_Phase_C7_1_02d08h00m_3.tif,0.8501440187937074,238,132,77,0.6948905109489051,0.7278106667993934
balanced,A172_Phase_C7_1_02d08h00m_3.tif,0.8501440187937074,217,79,98,0.7103109656301145,0.7301331878157408
measurement-optimal,A172_Phase_C7_1_02d08h00m_3.tif,0.8501440187937074,169,54,146,0.6282527881040892,0.7413996055853147
connected components,A172_Phase_C7_1_02d08h00m_3.tif,0.8501440187937074,0,1,315,0.0,
detection-optimal,A172_Phase_C7_1_03d00h00m_4.tif,0.8620447156359266,281,244,144,0.5915789473684211,0.6887192268285766
balanced,A172_Phase_C7_1_03d00h00m_4.tif,0.8620447156359266,196,119,229,0.5297297297297298,0.6930827036532846
measurement-optimal,A172_Phase_C7_1_03d00h00m_4.tif,0.8620447156359266,73,63,352,0.26024955436720143,0.7064900362384368
connected components,A172_Phase_C7_1_03d00h00m_4.tif,0.8620447156359266,0,1,425,0.0,
detection-optimal,SKOV3_Phase_E4_1_01d16h00m_1.tif,0.8747186774748732,153,133,66,0.6059405940594059,0.76518329102037
balanced,SKOV3_Phase_E4_1_01d16h00m_1.tif,0.8747186774748732,149,87,70,0.654945054945055,0.7528822100316628
measurement-optimal,SKOV3_Phase_E4_1_01d16h00m_1.tif,0.8747186774748732,129,44,90,0.6581632653061225,0.793236543093066
connected components,SKOV3_Phase_E4_1_01d16h00m_1.tif,0.8747186774748732,1,2,218,0.009009009009009009,0.5807560137457045
detection-optimal,A172_Phase_C7_1_02d04h00m_2.tif,0.8854136446951517,255,153,113,0.6572164948453608,0.7240930490181555
balanced,A172_Phase_C7_1_02d04h00m_2.tif,0.8854136446951517,217,96,151,0.6372980910425844,0.7413966303882622
measurement-optimal,A172_Phase_C7_1_02d04h00m_2.tif,0.8854136446951517,163,59,205,0.5525423728813559,0.7467618829432342
connected components,A172_Phase_C7_1_02d04h00m_2.tif,0.8854136446951517,0,1,368,0.0,
detection-optimal,SKOV3_Phase_E4_2_02d04h00m_1.tif,0.8975688833042059,151,154,47,0.6003976143141153,0.7525075032199893
balanced,SKOV3_Phase_E4_2_02d04h00m_1.tif,0.8975688833042059,149,116,49,0.6436285097192225,0.7568402164942533
measurement-optimal,SKOV3_Phase_E4_2_02d04h00m_1.tif,0.8975688833042059,153,46,45,0.7707808564231738,0.7809326784885301
connected components,SKOV3_Phase_E4_2_02d04h00m_1.tif,0.8975688833042059,0,1,198,0.0,
detection-optimal,A172_Phase_C7_2_02d12h00m_2.tif,0.9088310596044596,268,192,137,0.6196531791907515,0.6717593459335643
balanced,A172_Phase_C7_2_02d12h00m_2.tif,0.9088310596044596,205,104,200,0.5742296918767507,0.6819347197606329
measurement-optimal,A172_Phase_C7_2_02d12h00m_2.tif,0.9088310596044596,121,83,284,0.3973727422003284,0.699088104063243
connected components,A172_Phase_C7_2_02d12h00m_2.tif,0.9088310596044596,0,1,405,0.0,
detection-optimal,SKOV3_Phase_F4_1_02d08h00m_1.tif,0.9184109508850459,155,171,50,0.583804143126177,0.753707388342587
balanced,SKOV3_Phase_F4_1_02d08h00m_1.tif,0.9184109508850459,148,118,57,0.6284501061571125,0.7537791079145141
measurement-optimal,SKOV3_Phase_F4_1_02d08h00m_1.tif,0.9184109508850459,144,44,61,0.732824427480916,0.772490060645525
connected components,SKOV3_Phase_F4_1_02d08h00m_1.tif,0.9184109508850459,0,2,205,0.0,
detection-optimal,SKOV3_Phase_F4_2_02d12h00m_2.tif,0.9283730833424411,142,147,68,0.5691382765531062,0.7119778829275737
balanced,SKOV3_Phase_F4_2_02d12h00m_2.tif,0.9283730833424411,136,78,74,0.6415094339622641,0.7128747740988781
measurement-optimal,SKOV3_Phase_F4_2_02d12h00m_2.tif,0.9283730833424411,135,32,75,0.7161803713527851,0.7394143536304406
connected components,SKOV3_Phase_F4_2_02d12h00m_2.tif,0.9283730833424411,0,1,210,0.0,
detection-optimal,SKOV3_Phase_E4_1_02d12h00m_3.tif,0.9339451140461158,178,121,49,0.6768060836501901,0.7415199555201115
balanced,SKOV3_Phase_E4_1_02d12h00m_3.tif,0.9339451140461158,161,96,66,0.6652892561983471,0.755762632361205
measurement-optimal,SKOV3_Phase_E4_1_02d12h00m_3.tif,0.9339451140461158,162,29,65,0.7751196172248804,0.7599105291002656
connected components,SKOV3_Phase_E4_1_02d12h00m_3.tif,0.9339451140461158,0,1,227,0.0,
detection-optimal,A172_Phase_C7_2_02d16h00m_3.tif,0.9406114744044988,264,205,163,0.5892857142857143,0.6793169250596756
balanced,A172_Phase_C7_2_02d16h00m_3.tif,0.9406114744044988,202,123,225,0.5372340425531915,0.6835625440613119
measurement-optimal,A172_Phase_C7_2_02d16h00m_3.tif,0.9406114744044988,101,73,326,0.33610648918469216,0.6860216822850317
connected components,A172_Phase_C7_2_02d16h00m_3.tif,0.9406114744044988,0,1,427,0.0,
detection-optimal,SKOV3_Phase_F4_2_02d16h00m_1.tif,0.9446921402425666,188,161,80,0.6094003241491086,0.7344085811253482
balanced,SKOV3_Phase_F4_2_02d16h00m_1.tif,0.9446921402425666,183,102,85,0.6618444846292948,0.7390187471135296
measurement-optimal,SKOV3_Phase_F4_2_02d16h00m_1.tif,0.9446921402425666,152,51,116,0.6454352441613588,0.7543631611138016
connected components,SKOV3_Phase_F4_2_02d16h00m_1.tif,0.9446921402425666,0,1,268,0.0,
detection-optimal,SKOV3_Phase_F4_1_02d08h00m_2.tif,0.9484073309112935,173,127,48,0.6641074856046065,0.7404946109218624
balanced,SKOV3_Phase_F4_1_02d08h00m_2.tif,0.9484073309112935,172,71,49,0.7413793103448276,0.7434843357386661
measurement-optimal,SKOV3_Phase_F4_1_02d08h00m_2.tif,0.9484073309112935,136,42,85,0.681704260651629,0.7761444039731541
connected components,SKOV3_Phase_F4_1_02d08h00m_2.tif,0.9484073309112935,0,1,221,0.0,
